title,href,body,date,Platform
"Prabowo Presiden 2024 on Instagram: ""#prabowopresiden #prabowosubianto ...",https://www.instagram.com/p/CrPWGs1P9vn/,"8 likes, 0 comments - Prabowo Presiden 2024 (@prabowo_gresik) on Instagram: ""#prabowopresiden #prabowosubianto #prabowo #presidenku #indonesiaraya #gerindra""",2023-04-19,Instagram
"INFOKOMANDO on Instagram: ""Menhan RI Prabowo Subianto @prabowo sejak ...",https://www.instagram.com/p/CrNDWdnvHls/,"1,067 likes, 40 comments - INFOKOMANDO (@infokomando.official) on Instagram: ""Menhan RI Prabowo Subianto @prabowo sejak awal menjabat, berjanji akan memperkuat Alutsista TNI u ...",2023-04-20,Instagram
"Prabowo Presiden 2024 on Instagram: ""#prabowopresiden #prabowosubianto ...",https://www.instagram.com/p/CrPWGs1P9vn/,"8 likes, 0 comments - Prabowo Presiden 2024 (@prabowo_gresik) on Instagram: ""#prabowopresiden #prabowosubianto #prabowo #presidenku #indonesiaraya #gerindra""",2023-04-20,Instagram
"Total Politik on Instagram: ""PDIP dikabarkan bakal mengumumkan Ganjar ...",https://www.instagram.com/p/CrSIsJ6pUR9/,"2,184 likes, 203 comments - Total Politik (@totalpolitikcom) on Instagram: ""PDIP dikabarkan bakal mengumumkan Ganjar Pranowo sebagai calon presiden atau capres yang ...",2023-04-20,Instagram
"Total Politik on Instagram: ""PDIP dikabarkan bakal mengumumkan Ganjar ...",https://www.instagram.com/p/CrSIsJ6pUR9/,"2,184 likes, 203 comments - Total Politik (@totalpolitikcom) on Instagram: ""PDIP dikabarkan bakal mengumumkan Ganjar Pranowo sebagai calon presiden atau capres yang ...",2023-04-21,Instagram
"tanty on Instagram: ""Kontras Ingatkan Kembali Kasus Penculikan Aktifis ...",https://www.instagram.com/p/CreuoRIhz5t/,"1 likes, 0 comments - tanty (@tanty_hayar) on Instagram: ""Kontras Ingatkan Kembali Kasus Penculikan Aktifis, Prabowo Tak Layak Maju Sebagai Capres Komisi ...""",2023-04-25,Instagram
"Republik Merdeka Online on Instagram: ""Manuver politik Ketua Umum ...",https://www.instagram.com/p/Crfd2pvJI7u/,"April 26, 2023 - 198 likes, 22 comments - Republik Merdeka Online (@rmol.id) on Instagram: ""Manuver politik Ketua Umum Partai Gerindra, Prabowo Subianto ke elite ...",2023-04-25,Instagram
"tanty on Instagram: ""Kontras Ingatkan Kembali Kasus Penculikan Aktifis ...",https://www.instagram.com/p/CreuoRIhz5t/,"1 likes, 0 comments - tanty (@tanty_hayar) on Instagram: ""Kontras Ingatkan Kembali Kasus Penculikan Aktifis, Prabowo Tak Layak Maju Sebagai Capres Komisi ...""",2023-04-26,Instagram
"Republik Merdeka Online on Instagram: ""Manuver politik Ketua Umum ...",https://www.instagram.com/p/Crfd2pvJI7u/,"April 26, 2023 - 198 likes, 22 comments - Republik Merdeka Online (@rmol.id) on Instagram: ""Manuver politik Ketua Umum Partai Gerindra, Prabowo Subianto ke elite ...",2023-04-26,Instagram
"DPD GERINDRA DIY on Instagram: ""Selamat Ulang Tahun @anton_prabu ...",https://www.instagram.com/p/CrjT-dUyGL5/,"37 likes, 2 comments - DPD GERINDRA DIY (@dpdgerindradiy) on Instagram: ""Selamat Ulang Tahun @anton_prabu , Bendahara DPD Partai Gerindra DIY Wakil Ketua DPRD DIY",2023-04-27,Instagram
"DPD GERINDRA DIY on Instagram: ""Selamat Ulang Tahun @anton_prabu ...",https://www.instagram.com/p/CrjT-dUyGL5/,"37 likes, 2 comments - DPD GERINDRA DIY (@dpdgerindradiy) on Instagram: ""Selamat Ulang Tahun @anton_prabu , Bendahara DPD Partai Gerindra DIY Wakil Ketua DPRD DIY",2023-04-28,Instagram
Pertemuan Surya Paloh dan Prabowo di Hambalang Sempat Bahas ... - Facebook,https://www.facebook.com/KOMPAScom/videos/pertemuan-surya-paloh-dan-prabowo-di-hambalang-sempat-bahas-penggabungan-koalisi/1326298981276929/,"0 views, 6 likes, 0 loves, 0 comments, 1 shares, Facebook Watch Videos from Kompas.com: Pertemuan antara Ketua Umum Partai Gerindra Prabowo Subianto dan Ketua Umum Partai Nasdem Surya Paloh...",2023-03-05,Facebook
Dr. Katrina Micah Edoño-Camacho - Home - Facebook,https://www.facebook.com/Edo%C3%B1o-Camacho-Pediatric-Clinic-103990835149398/,"Clinic sched: Qualicare Multispecialty Clinic: Monday and Friday 10am-12nn Offers well and sick... Bataan, Orani, Philippines",2023-03-05,Facebook
Selamat Memperingati Malam Nisfu Syaban 1444 H ( 7 Maret ... - Facebook,https://www.facebook.com/PAPERA.DPP/videos/selamat-memperingati-malam-nisfu-syaban-1444-h-7-maret-2023-prabowosubianto-prab/4209853875906825/,"2 views, 0 likes, 0 loves, 0 comments, 0 shares, Facebook Watch Videos from Prabowo Presiden 2024: Selamat Memperingati Malam Nisfu Syaban 1444 H ( 7 Maret 2023 ) #prabowosubianto #prabowomenhan...",2023-03-06,Facebook
Pertemuan Surya Paloh dan Prabowo di Hambalang Sempat Bahas ... - Facebook,https://www.facebook.com/KOMPAScom/videos/pertemuan-surya-paloh-dan-prabowo-di-hambalang-sempat-bahas-penggabungan-koalisi/1326298981276929/,"0 views, 6 likes, 0 loves, 0 comments, 1 shares, Facebook Watch Videos from Kompas.com: Pertemuan antara Ketua Umum Partai Gerindra Prabowo Subianto dan Ketua Umum Partai Nasdem Surya Paloh...",2023-03-06,Facebook
Dr. Katrina Micah Edoño-Camacho - Home - Facebook,https://www.facebook.com/Edo%C3%B1o-Camacho-Pediatric-Clinic-103990835149398/,"Clinic sched: Qualicare Multispecialty Clinic: Monday and Friday 10am-12nn Offers well and sick... Bataan, Orani, Philippines",2023-03-06,Facebook
Selamat Memperingati Malam Nisfu Syaban 1444 H ( 7 Maret ... - Facebook,https://www.facebook.com/PAPERA.DPP/videos/selamat-memperingati-malam-nisfu-syaban-1444-h-7-maret-2023-prabowosubianto-prab/4209853875906825/,"2 views, 0 likes, 0 loves, 0 comments, 0 shares, Facebook Watch Videos from Prabowo Presiden 2024: Selamat Memperingati Malam Nisfu Syaban 1444 H ( 7 Maret 2023 ) #prabowosubianto #prabowomenhan...",2023-03-07,Facebook
"Jokowi Prabowo Lengket, Ada Lampu Hijau Ketum PDIP? - Facebook",https://www.facebook.com/tvOneNews/videos/jokowi-prabowo-lengket-ada-lampu-hijau-ketum-pdip-kabar-petang-tvonei-kabar-peta/2427316120751845/,"0 views, 0 likes, 0 loves, 0 comments, 0 shares, Facebook Watch Videos from tvOneNews: Kedekatan Menteri Pertahanan sekaligus Ketua Umum Partai Gerindra Prabowo Subianto dengan Presiden Joko Widodo...",2023-03-17,Facebook
"Jokowi Prabowo Lengket, Ada Lampu Hijau Ketum PDIP? | Kabar Petang ...",https://www.facebook.com/tvOneNews/videos/jokowi-prabowo-lengket-ada-lampu-hijau-ketum-pdip-kabar-petang-tvonei-kabar-peta/2427316120751845/,"0 views, 0 likes, 0 loves, 0 comments, 0 shares, Facebook Watch Videos from tvOneNews: Kedekatan Menteri Pertahanan sekaligus Ketua Umum Partai Gerindra Prabowo Subianto dengan Presiden Joko Widodo...",2023-03-18,Facebook
Elektabilitas Prabowo Subianto Teratas di Survei LSP ... - Facebook,https://www.facebook.com/tribunflorescom/videos/elektabilitas-prabowo-subianto-teratas-di-survei-lsp-dibuntuti-ganjar-pranowo-da/2232160726985797/,"3 views, 0 likes, 0 comments, 0 shares, Facebook Reels from TribunFlores.com: Elektabilitas Prabowo Subianto Teratas di Survei LSP, Dibuntuti Ganjar...",2023-03-20,Facebook
"Jokowi Bertemu Parpol Pendukung, PDIP dan Nasdem Absen - Facebook",https://www.facebook.com/tvOneNews/videos/jokowi-bertemu-parpol-pendukung-pdip-dan-nasdem-absen-kabar-pagi-tvone/129561423306535/,"0 views, 1 likes, 0 loves, 0 comments, 0 shares, Facebook Watch Videos from tvOneNews: Ketua Umum Partai Gerindra, Prabowo Subianto menyebut ada...",2023-04-02,Facebook
"Jokowi Bertemu Parpol Pendukung, PDIP dan Nasdem Absen - Facebook",https://www.facebook.com/tvOneNews/videos/jokowi-bertemu-parpol-pendukung-pdip-dan-nasdem-absen-kabar-pagi-tvone/129561423306535/,"0 views, 1 likes, 0 loves, 0 comments, 0 shares, Facebook Watch Videos from tvOneNews: Ketua Umum Partai Gerindra, Prabowo Subianto menyebut ada...",2023-04-03,Facebook
Andre Rosiade Optimis Koalisi Besar Bisa Tentukan Capres ... - Facebook,https://www.facebook.com/tvOneNews/videos/andre-rosiade-optimis-koalisi-besar-bisa-tentukan-capres-cawapres-2024-akip-tvon/131568579787385/,"0 views, 0 likes, 0 loves, 0 comments, 0 shares, Facebook Watch Videos from tvOneNews: Ketua Umum Partai Gerindra Prabowo Subianto bisa menjadi motor...",2023-04-12,Facebook
Andre Rosiade Optimis Koalisi Besar Bisa Tentukan Capres ... - Facebook,https://www.facebook.com/tvOneNews/videos/andre-rosiade-optimis-koalisi-besar-bisa-tentukan-capres-cawapres-2024-akip-tvon/131568579787385/,"0 views, 0 likes, 0 loves, 0 comments, 0 shares, Facebook Watch Videos from tvOneNews: Ketua Umum Partai Gerindra Prabowo Subianto bisa menjadi motor...",2023-04-13,Facebook
"PPP Sebut Sandiaga Uno Akan Gabung pada Mei 2023, Tapi ... - Facebook",https://www.facebook.com/KOMPAScom/videos/ppp-sebut-sandiaga-uno-akan-gabung-pada-mei-2023-tapi-tunggu-restu-prabowo/3222270527918226/,"287 views, 0 likes, 0 loves, 0 comments, 0 shares, Facebook Watch Videos from Kompas.com: Pelaksana Tugas (Plt) Ketua Umum Partai Persatuan Pembangunan...",2023-04-18,Facebook
"PPP Sebut Sandiaga Uno Akan Gabung pada Mei 2023, Tapi ... - Facebook",https://www.facebook.com/KOMPAScom/videos/ppp-sebut-sandiaga-uno-akan-gabung-pada-mei-2023-tapi-tunggu-restu-prabowo/3222270527918226/,"287 views, 0 likes, 0 loves, 0 comments, 0 shares, Facebook Watch Videos from Kompas.com: Pelaksana Tugas (Plt) Ketua Umum Partai Persatuan Pembangunan...",2023-04-19,Facebook
Presiden Joko Widodo memuji sosok bakal calon presiden PDI ... - Facebook,https://www.facebook.com/KOMPAScom/videos/presiden-joko-widodo-memuji-sosok-bakal-calon-presiden-pdi-perjuangan-ganjar-pra/907499940468571/,"2.8K views, 47 likes, 63 comments, 2 shares, Facebook Reels from Kompas.com: Presiden Joko Widodo memuji sosok bakal calon presiden PDI Perjuangan,...",2023-04-21,Facebook
